"id_sku","stock","id_goods","id_shop"
"681571","1000","47253","7"
"743899","1000","52214","4"
"482015","1000","27499","4"
"167668","1000","8964","4"
"659731","1000","45226","7"
"490007","1000","28067","4"
"437811","1000","24101","4"
"469892","1000","26647","4"
"432513","1000","23695","4"
"447793","1000","24819","4"
"586404","1000","28750","4"
"81964","1000","3740","4"
"426680","1000","23422","4"
"82250","1000","3760","4"
"665328","1000","39626","4"
"458467","1000","24700","4"
"112757","1000","6082","4"
"469897","1000","26648","4"
"179281","1000","9679","4"
"670812","1000","46324","4"
"112022","1000","6024","4"
"477400","1000","27183","4"
"177550","1000","9596","4"
"166273","1000","8883","4"
"443062","1000","24403","4"
"518369","1000","31311","4"
"486218","1000","24902","4"
"497346","1000","29081","4"
"437363","1000","24062","4"
"601295","1000","39458","7"
"424354","1000","23252","4"
"517775","1000","31267","4"
"481808","1000","27489","4"
"302805","1000","9909","4"
"552475","1000","34993","4"
"165117","1000","8825","4"
"476760","1000","27153","4"
"482708","1000","24343","4"
"486091","1000","27787","4"
"449034","1000","24894","4"
"149301","1000","7997","4"
"432438","1000","23692","4"
"173490","1000","9291","4"
"96694","1000","5036","4"
"177772","1000","9603","4"
"545061","1000","34468","4"
"161966","1000","8668","4"
"156769","1000","8401","4"
"580666","1000","38081","4"
"598719","1000","9172","4"
"540881","1000","34106","4"
"100896","1000","5298","4"
"488967","1000","28014","4"
"756290","1000","53402","4"
"747090","1000","52445","7"
"24674","1000","962","4"
"182293","1000","9865","4"
"449432","1000","24904","4"
"171636","1000","9195","4"
"510936","1000","30613","4"
"779982","1000","55092","4"
"179545","1000","9697","4"
"641977","1000","43762","7"
"172229","1000","9229","4"
"162265","1000","8682","4"
"96435","1000","5023","4"
"164855","1000","8810","4"
"752622","1000","53122","7"
"439192","1000","24210","4"
"462391","1000","25926","4"
"488713","1000","27999","4"
"457592","1000","25450","4"
"482803","1000","27537","4"
"487368","1000","27889","4"
"472817","1000","24339","4"
"743348","1000","52190","4"
"494325","1000","28468","4"
"587286","1000","28724","4"
"583616","1000","38305","4"
"473900","1000","27058","4"
"752308","1000","52778","7"
"176925","1000","9573","4"
"182000","1000","9843","4"
"448800","1000","24878","4"
"242858","1000","12738","4"
"654435","1000","44922","4"
"482654","1000","27531","4"
"514910","1000","31034","4"
"516451","1000","31143","4"
"595487","1000","39089","4"
"752875","1000","53144","7"
"749475","1000","52775","7"
"469876","1000","26645","4"
"66034","1000","2865","4"
"439036","1000","24200","4"
"446648","1000","24735","4"
"593840","1000","38997","7"
"443735","1000","24447","4"
"166261","1000","8882","4"
"608680","1000","40565","7"
"468010","1000","26431","4"
"586220","1000","28718","4"
"482688","1000","27533","4"
"541719","1000","34160","4"
"482568","1000","27525","4"
"139604","1000","7633","4"
"480813","1000","27443","4"
"592300","1000","38852","7"
"439505","1000","24242","4"
"162233","1000","8680","4"
"428584","1000","23506","4"
"488573","1000","27984","4"
"754297","1000","52159","4"
"615342","1000","41056","7"
"754524","1000","53301","4"
"24222","1000","948","4"
"609677","1000","40634","4"
"96066","1000","5000","4"
"180575","1000","9756","4"
"596064","1000","39114","4"
"450187","1000","24213","4"
"101774","1000","5345","4"
"664851","1000","39676","4"
"162781","1000","8705","4"
"615335","1000","41054","7"
"172575","1000","9245","4"
"432591","1000","23700","4"
"177405","1000","9590","4"
"169759","1000","9091","4"
"665174","1000","39648","4"
"752238","1000","53075","7"
"521333","1000","31564","4"
"586984","1000","28688","4"
"112032","1000","6024","4"
"117915","1000","6508","4"
"171958","1000","9213","4"
"587521","1000","28733","4"
"517513","1000","31257","4"
"672125","1000","46397","4"
"184043","1000","9994","4"
"515229","1000","31051","4"
"583539","1000","28211","4"
"78096","1000","3533","4"
"517334","1000","31249","4"
"476892","1000","27161","4"
"153577","1000","8231","4"
"590696","1000","38632","4"
"598565","1000","31281","4"
"598622","1000","9057","4"
"676993","1000","46740","7"
"459274","1000","25597","4"
"96462","1000","5024","4"
"437148","1000","24039","4"
"457079","1000","25400","4"
"173269","1000","9279","4"
"179709","1000","9705","4"
"136381","1000","7531","4"
"442780","1000","24388","4"
"299123","1000","40","4"
"481944","1000","27496","4"
"162672","1000","8702","4"
"762400","1000","53913","7"
"742702","1000","52148","7"
"754966","1000","53327","4"
"772815","1000","24083","4"
"113130","1000","6112","4"
"484145","1000","27600","4"
"513130","1000","30829","4"
"490122","1000","28074","4"
"608510","1000","40544","7"
"176306","1000","9551","4"
"517108","1000","31238","4"
"172249","1000","9229","4"
"594302","1000","39022","4"
"494219","1000","28463","4"
"654759","1000","44935","4"
"756980","1000","53431","4"
"451058","1000","24960","4"
"741301","1000","51932","7"
"487036","1000","27873","4"
"161534","1000","8649","4"
"453247","1000","25142","4"
"161231","1000","8637","4"
"610211","1000","40666","4"
"437872","1000","24104","4"
"654959","1000","44951","4"
"521305","1000","31560","4"
"756763","1000","53422","4"
"67997","1000","2967","4"
"517344","1000","31249","4"
"584759","1000","38356","4"
"678540","1000","46928","4"
"179118","1000","9672","4"
"466761","1000","26346","4"
"457508","1000","25416","4"
"164921","1000","8815","4"
"457581","1000","25449","4"
"482515","1000","27522","4"
"161543","1000","8650","4"
"609738","1000","40638","4"
"609364","1000","23275","4"
"149511","1000","8007","4"
"155171","1000","8308","4"
"655482","1000","7991","4"
"96231","1000","5010","4"
"172777","1000","9253","4"
"63982","1000","2772","4"
"681673","1000","47260","7"
"608287","1000","40515","7"
"161949","1000","8666","4"
"615327","1000","41054","7"
"468170","1000","26447","4"
"161985","1000","8668","4"
"179355","1000","9683","4"
"447460","1000","24801","4"
"457609","1000","25453","4"
"182777","1000","9885","4"
"424565","1000","23271","4"
"654451","1000","44923","4"
"449324","1000","24897","4"
"465598","1000","26239","4"
"598424","1000","7767","4"
"584470","1000","38338","4"
"446453","1000","24713","4"
"667664","1000","45978","7"
"480030","1000","27403","4"
"655275","1000","44964","4"
"171585","1000","9193","4"
"179935","1000","9717","4"
"429018","1000","23515","4"
"494060","1000","28457","4"
"677408","1000","46785","7"
"510769","1000","30604","4"
"654891","1000","44946","4"
"540130","1000","34071","4"
"590686","1000","38631","4"
"521448","1000","31576","4"
"681694","1000","47263","7"
"681957","1000","47286","7"
"678227","1000","46872","7"
"162955","1000","8710","4"
"182058","1000","9847","4"
"741290","1000","51925","7"
"664805","1000","39704","4"
"96335","1000","5016","4"
"101572","1000","5337","4"
"515065","1000","31043","4"
"518496","1000","31321","4"
"174076","1000","9318","4"
"755504","1000","53360","4"
"457238","1000","25412","4"
"118185","1000","6534","4"
"596121","1000","39115","4"
"428767","1000","23508","4"
"668036","1000","46017","4"
"300497","1000","2867","4"
"650031","1000","44405","7"
"514418","1000","30999","4"
"592462","1000","38863","4"
"64497","1000","2791","4"
"489148","1000","24242","4"
"459582","1000","25613","4"
"489940","1000","28064","4"
"179365","1000","9683","4"
"167211","1000","8938","4"
"596068","1000","39114","4"
"751718","1000","53015","7"
"762621","1000","53936","7"
"548863","1000","34626","4"
"175292","1000","9500","4"
"161888","1000","8665","4"
"172424","1000","9235","4"
"681711","1000","47266","7"
"669455","1000","46175","7"
"462123","1000","25902","4"
"755805","1000","53372","4"
"112236","1000","6040","4"
"172200","1000","9228","4"
"96308","1000","5014","4"
"517307","1000","31247","4"
"740131","1000","51784","7"
"176246","1000","9549","4"
"179747","1000","9707","4"
"517128","1000","31239","4"
"159554","1000","8543","4"
"426732","1000","23428","4"
"487372","1000","27889","4"
"432601","1000","23700","4"
"165770","1000","8858","4"
"462965","1000","25984","4"
"185826","1000","10170","4"
"175992","1000","9538","4"
"164257","1000","8779","4"
"164247","1000","8778","4"
"162626","1000","8699","4"
"162791","1000","8705","4"
"161939","1000","8666","4"
"161831","1000","8663","4"
"747367","1000","52474","7"
"754357","1000","53297","4"
"510803","1000","30605","4"
"465690","1000","26246","4"
"482731","1000","24343","4"
"174571","1000","9451","4"
"610281","1000","40670","4"
"445280","1000","24631","4"
"175732","1000","9521","4"
"463152","1000","26007","4"
"112203","1000","6038","4"
"489027","1000","28016","4"
"661960","1000","45508","7"
"671058","1000","46336","4"
"112100","1000","6030","4"
"602277","1000","39580","4"
"480744","1000","26917","4"
"756438","1000","53409","4"
"609739","1000","40638","4"
"299732","1000","955","4"
"773083","1000","24228","4"
"299701","1000","954","4"
"439939","1000","24296","4"
"181941","1000","9838","4"
"521156","1000","31540","4"
"654234","1000","44910","4"
"654228","1000","44909","4"
"68043","1000","2968","4"
"163544","1000","8739","4"
"769875","1000","24237","4"
"135571","1000","7504","4"
"481785","1000","27489","4"
"118196","1000","6535","4"
"449225","1000","24895","4"
"484966","1000","27660","4"
"175514","1000","9512","4"
"666121","1000","45792","7"
"439802","1000","24281","4"
"180846","1000","9767","4"
"176027","1000","9541","4"
"161821","1000","8663","4"
"641917","1000","43757","7"
"754930","1000","53324","4"
"160385","1000","8600","4"
"521539","1000","31592","4"
"656017","1000","23275","4"
"609272","1000","40620","4"
"594293","1000","39021","4"
"552110","1000","34959","4"
"24594","1000","958","4"
"140288","1000","7657","4"
"302400","1000","9294","4"
"158896","1000","8512","4"
"749190","1000","52720","7"
"659464","1000","45204","7"
"480975","1000","27448","4"
"549705","1000","7641","4"
"582442","1000","38225","7"
"518544","1000","31323","4"
"482745","1000","27520","4"
"605747","1000","40191","7"
"754545","1000","53303","4"
"180997","1000","9775","4"
"112094","1000","6030","4"
"616308","1000","41131","7"
"439477","1000","24242","4"
"489970","1000","28064","4"
"448674","1000","24872","4"
"164467","1000","8793","4"
"448388","1000","24851","4"
"80599","1000","3668","4"
"428540","1000","23502","4"
"140385","1000","7660","4"
"546900","1000","28644","4"
"538028","1000","32919","4"
"468800","1000","26514","4"
"547863","1000","34521","4"
"743661","1000","52205","4"
"445167","1000","24629","4"
"669109","1000","46118","4"
"447365","1000","24795","4"
"162439","1000","8689","4"
"602035","1000","39539","7"
"457461","1000","25441","4"
"670888","1000","46327","4"
"528155","1000","28663","4"
"462819","1000","25969","4"
"442850","1000","24390","4"
"96683","1000","5035","4"
"178807","1000","9655","4"
"481996","1000","27499","4"
"162716","1000","8704","4"
"658217","1000","45085","7"
"658169","1000","45080","7"
"678648","1000","46934","4"
"438861","1000","24185","4"
"443632","1000","24432","4"
"782491","1000","53961","7"
"669737","1000","46216","7"
"595960","1000","28683","4"
"458931","1000","25560","4"
"299875","1000","966","4"
"444058","1000","24509","4"
"488519","1000","24347","4"
"426799","1000","23429","4"
"747331","1000","52469","7"
"180522","1000","9754","4"
"112868","1000","6090","4"
"77002","1000","3468","4"
"481017","1000","24040","4"
"164891","1000","8814","4"
"654406","1000","44921","4"
"749184","1000","52720","7"
"669425","1000","46168","7"
"637717","1000","30332","7"
"755952","1000","53381","4"
"428627","1000","23502","4"
"658028","1000","45075","4"
"477546","1000","27190","4"
"537047","1000","32809","7"
"616092","1000","41110","7"
"300501","1000","2867","4"
"513239","1000","30844","4"
"157829","1000","8459","4"
"428927","1000","23514","4"
"113321","1000","6137","4"
"597774","1000","39215","4"
"664928","1000","39692","4"
"443948","1000","24486","4"
"449454","1000","24901","4"
"112909","1000","6094","4"
"425213","1000","23328","4"
"446440","1000","24711","4"
"463055","1000","25996","4"
"438987","1000","24195","4"
"117965","1000","6512","4"
"156682","1000","8395","4"
"594226","1000","39018","4"
"755698","1000","39009","4"
"176998","1000","9575","4"
"482119","1000","27502","4"
"447466","1000","24801","4"
"469841","1000","26640","4"
"175218","1000","9496","4"
"488100","1000","27947","4"
"760327","1000","53649","7"
"480032","1000","27403","4"
"609729","1000","40638","4"
"601090","1000","38203","7"
"586510","1000","28716","4"
"544257","1000","28209","4"
"302811","1000","9909","4"
"515022","1000","31040","4"
"598983","1000","26246","4"
"169227","1000","9057","4"
"172292","1000","9230","4"
"766627","1000","54428","7"
"676289","1000","31007","4"
"610070","1000","40648","4"
"424068","1000","23236","4"
"513078","1000","30821","4"
"482413","1000","27516","4"
"594670","1000","39046","4"
"481035","1000","24040","4"
"586195","1000","38453","4"
"653988","1000","44897","4"
"171800","1000","9203","4"
"491898","1000","24331","4"
"487358","1000","27888","4"
"517897","1000","31273","4"
"610221","1000","40666","4"
"665168","1000","27859","4"
"162771","1000","8705","4"
"174625","1000","9471","4"
"760643","1000","53701","7"
"517290","1000","31246","4"
"515118","1000","31045","4"
"670182","1000","46269","7"
"127447","1000","7251","4"
"157753","1000","8452","4"
"747043","1000","52434","7"
"544499","1000","23376","4"
"140328","1000","7658","4"
"676264","1000","46684","4"
"425538","1000","23350","4"
"482216","1000","27493","4"
"149132","1000","7988","4"
"656007","1000","23275","4"
"181302","1000","9790","4"
"432635","1000","23702","4"
"459523","1000","25358","4"
"476739","1000","27152","4"
"517354","1000","31249","4"
"65293","1000","2828","4"
"538183","1000","32932","4"
"473677","1000","23398","4"
"161157","1000","8633","4"
"752856","1000","51909","7"
"540218","1000","24958","4"
"24977","1000","970","4"
"437853","1000","24104","4"
"602171","1000","24078","4"
"669492","1000","46180","7"
"608292","1000","40515","7"
"147837","1000","7943","4"
"153786","1000","8239","4"
"85844","1000","4462","4"
"753887","1000","53244","4"
"488169","1000","27956","4"
"162642","1000","8699","4"
"676423","1000","39626","4"
"448290","1000","24849","4"
"586424","1000","28680","4"
"443003","1000","24195","4"
"448252","1000","24849","4"
"444382","1000","24563","4"
"158234","1000","8477","4"
"458744","1000","25542","4"
"182748","1000","9885","4"
"67527","1000","2946","4"
"638138","1000","43372","7"
"81965","1000","3740","4"
"515137","1000","31046","4"
"756341","1000","53404","4"
"513323","1000","30854","4"
"467438","1000","10166","4"
"457194","1000","25403","4"
"494358","1000","28469","4"
"489477","1000","28032","4"
"20193","1000","834","4"
"175679","1000","9519","4"
"470414","1000","26712","4"
"580361","1000","38059","4"
"551893","1000","34943","4"
"592468","1000","38863","4"
"437123","1000","24037","4"
"438522","1000","24164","4"
"486872","1000","27854","4"
"540073","1000","34068","4"
"481026","1000","24040","4"
"515210","1000","31050","4"
"616263","1000","41127","7"
"664868","1000","39694","4"
"424364","1000","23252","4"
"424908","1000","23305","4"
"445382","1000","24638","4"
"113610","1000","6152","4"
"587551","1000","28724","4"
"432625","1000","23702","4"
"169369","1000","9063","4"
"81821","1000","3733","4"
"469820","1000","26637","4"
"171883","1000","9208","4"
"486887","1000","27855","4"
"174095","1000","9319","4"
"423960","1000","23230","4"
"113543","1000","6147","4"
"739992","1000","51755","4"
"594671","1000","39046","4"
"162015","1000","8668","4"
"172702","1000","9251","4"
"488503","1000","24347","4"
"182938","1000","9893","4"
"437246","1000","24052","4"
"438754","1000","24174","4"
"157672","1000","8446","4"
"587653","1000","28747","4"
"516822","1000","31200","4"
"583607","1000","38305","4"
"172268","1000","9229","4"
"242920","1000","12741","4"
"433246","1000","23640","4"
"545019","1000","32724","4"
"584407","1000","24196","4"
"756595","1000","53417","4"
"772864","1000","24104","4"
"497491","1000","29095","4"
"659913","1000","45248","7"
"672044","1000","46391","4"
"447375","1000","24795","4"
"751609","1000","52715","7"
"744374","1000","23215","4"
"528461","1000","31287","4"
"178208","1000","9624","4"
"751724","1000","53018","7"
"112608","1000","6071","4"
"478772","1000","27247","4"
"161975","1000","8668","4"
"437882","1000","24104","4"
"449394","1000","24903","4"
"101299","1000","5325","4"
"112858","1000","6090","4"
"162706","1000","8704","4"
"513077","1000","30821","4"
"35389","1000","1397","4"
"616459","1000","41146","7"
"96386","1000","5020","4"
"474246","1000","27082","4"
"437863","1000","24104","4"
"598701","1000","9229","4"
"472833","1000","24339","4"
"64061","1000","2775","4"
"438138","1000","24140","4"
"583293","1000","38298","4"
