"35","111935524R","4","1"
"37","111938021R","4","1"
"40","111945524R","4","1"
"41","111948092R","4","1"
"42","111948823R","4","1"
"43","111948886R","4","1"
"44","112018840","4","1"
"724","11731194","4","1"
"798","11821166","4","1"
"834","11841101","4","1"
"869","11911620","4","1"
"887","11918080","4","1"
"892","11918881","4","1"
"896","11921104S","4","1"
"899","11921690","4","1"
"901","11925541","4","1"
"907","11925598","4","1"
"915","11928088S","4","1"
"927","11931618","4","1"
"931","11935582","4","1"
"935","11938043","4","1"
"942","11941101","4","1"
"944","11941102","4","1"
"947","11941104S","4","1"
"948","11941602","4","1"
"949","11941606","4","1"
"950","11941620","4","1"
"951","11941621","4","1"
"952","11941801","4","1"
"953","11945575","4","1"
"954","11945587","4","1"
"955","11948080","4","1"
"956","11948088","4","1"
"957","11948098S","4","1"
"958","11948099S","4","1"
"959","11948630","4","1"
"960","11948680","4","1"
"961","11948681","4","1"
"962","11948842","4","1"
"963","11948843","4","1"
"964","11948882","4","1"
"965","11948887","4","1"
"966","11948888","4","1"
"967","11948903","4","1"
"968","11948955","4","1"
"969","11948960","4","1"
"970","11948985","4","1"
"986","121935524R","4","1"
"987","121937772R","4","1"
"992","121948823R","4","1"
"993","121948886R","4","1"
"994","122018840","4","1"
"1372","12838893R","4","1"
"1395","12918881","4","1"
"1396","12918888","4","1"
"1397","12925501","4","1"
"1399","12925542","4","1"
"1410","12928808","4","1"
"1414","12928888","4","1"
"1428","12941602","4","1"
"1430","12945501","4","1"
"1431","12945575","4","1"
"1432","12945587","4","1"
"1434","12948630","4","1"
"1435","12948680","4","1"
"1436","12948681","4","1"
"1437","12948842","4","1"
"1438","12948843","4","1"
"1439","12948882","4","1"
"1440","12948887","4","1"
"1441","12948888","4","1"
"1444","12948985","4","1"
"1519","152010703H","4","1"
"1520","152017706R","4","1"
"2616","15831206","4","1"
"2699","15847941","4","1"
"2721","15911202","4","1"
"2759","15920110","4","1"
"2760","15920141","4","1"
"2761","15920144","4","1"
"2763","15920147","4","1"
"2764","15920310","4","1"
"2766","15920740","4","1"
"2769","15921146","4","1"
"2770","15921146R","4","1"
"2771","15921147","4","1"
"2772","15921147R","4","1"
"2774","15921148R","4","1"
"2775","15921149R","4","1"
"2776","15921150","4","1"
"2777","15921152","4","1"
"2790","15921202","4","1"
"2791","15921322","4","1"
"2793","15921325","4","1"
"2795","15921746","4","1"
"2805","15927141","4","1"
"2808","15927161","4","1"
"2810","15927184","4","1"
"2821","15929176","4","1"
"2822","15929325","4","1"
"2824","15929743","4","1"
"2826","15929782","4","1"
"2828","15931143","4","1"
"2829","15931143R","4","1"
"2831","15931145R","4","1"
"2832","15931146R","4","1"
"2834","15931150R","4","1"
"2835","15931151R","4","1"
"2836","15931152R","4","1"
"2837","15931153R","4","1"
"2838","15931154R","4","1"
"2842","15931167","4","1"
"2843","15931167R","4","1"
"2844","15931180","4","1"
"2850","15931209","4","1"
"2854","15931503R","4","1"
"2855","15931504","4","1"
"2856","15931532","4","1"
"2857","15931642","4","1"
"2859","15931643R","4","1"
"2860","15931645","4","1"
"2861","15931647","4","1"
"2865","15931704R","4","1"
"2866","15931705R","4","1"
"2867","15931717","4","1"
"2868","15931728","4","1"
"2874","15931784","4","1"
"2876","15933610","4","1"
"2877","15937520","4","1"
"2878","15937521","4","1"
"2879","15937614","4","1"
"2882","15937704R","4","1"
"2883","15937705R","4","1"
"2886","15937711","4","1"
"2887","15937716R","4","1"
"2888","15937717","4","1"
"2889","15937719","4","1"
"2893","15937742R","4","1"
"2894","15937746","4","1"
"2895","15937749","4","1"
"2898","15938643R","4","1"
"2899","15939535","4","1"
"2900","15939536","4","1"
"2901","15939612","4","1"
"2902","15939613","4","1"
"2905","15939705","4","1"
"2906","15939713","4","1"
"2908","15939718","4","1"
"2910","15940517H","4","1"
"2911","15940642H","4","1"
"2913","15941144","4","1"
"2914","15941204","4","1"
"2916","15941208","4","1"
"2917","15941209","4","1"
"2919","15941501","4","1"
"2920","15941532","4","1"
"2921","15941713","4","1"
"2922","15941720","4","1"
"2923","15941728","4","1"
"2924","15941729","4","1"
"2925","15941732","4","1"
"2926","15941733","4","1"
"2927","15941735","4","1"
"2929","15941739","4","1"
"2930","15941755","4","1"
"2931","15941756","4","1"
"2932","15941759","4","1"
"2933","15941956","4","1"
"2934","15941967","4","1"
"2935","15941968","4","1"
"2936","15941973","4","1"
"2937","15941982","4","1"
"2939","15947554","4","1"
"2940","15947556","4","1"
"2942","15947745","4","1"
"2944","15947870","4","1"
"2945","15947874","4","1"
"2946","15947916","4","1"
"2948","15947977","4","1"
"2949","15948501","4","1"
"2950","15948641","4","1"
"2951","15948706","4","1"
"2954","15948736","4","1"
"2955","15948739","4","1"
"2956","15948741","4","1"
"2959","15948911","4","1"
"2961","15948913","4","1"
"2962","15948914","4","1"
"2964","15949708","4","1"
"2965","15949902","4","1"
"2966","15951233","4","1"
"2967","15951234","4","1"
"2968","15951235","4","1"
"2990","162010302H","4","1"
"3429","16727105","4","1"
"3465","16737741","4","1"
"3468","16738155","4","1"
"3533","16818741","4","1"
"3540","16825146","4","1"
"3543","16827104","4","1"
"3561","16827746","4","1"
"3566","16827769","4","1"
"3635","16917640K","4","1"
"3648","16917756","4","1"
"3649","16917758","4","1"
"3658","16918940R","4","1"
"3660","16920150","4","1"
"3664","16925304","4","1"
"3665","16927101K","4","1"
"3668","16927151","4","1"
"3680","16927199","4","1"
"3681","16927203K","4","1"
"3682","16927506K","4","1"
"3689","16928152","4","1"
"3692","16928201","4","1"
"3695","16931645","4","1"
"3702","16937506","4","1"
"3703","16937520","4","1"
"3706","16937640K","4","1"
"3707","16937644","4","1"
"3708","16937701","4","1"
"3709","16937705K","4","1"
"3711","16937710K","4","1"
"3713","16937720K","4","1"
"3714","16937721","4","1"
"3715","16937721K","4","1"
"3716","16937731","4","1"
"3718","16937733","4","1"
"3719","16937734","4","1"
"3720","16937754","4","1"
"3724","16938202","4","1"
"3725","16938702R","4","1"
"3727","16938704","4","1"
"3730","16938715","4","1"
"3731","16938717","4","1"
"3733","16938720","4","1"
"3734","16938723","4","1"
"3735","16938746","4","1"
"3737","16938755","4","1"
"3738","16938759","4","1"
"3739","16940615H","4","1"
"3740","16940708H","4","1"
"3741","16940748H","4","1"
"3742","16947101","4","1"
"3743","16947104","4","1"
"3745","16947624","4","1"
"3746","16947638","4","1"
"3748","16947710","4","1"
"3752","16947724","4","1"
"3753","16947727","4","1"
"3754","16947730","4","1"
"3759","16947754","4","1"
"3760","16947757","4","1"
"3764","16947903","4","1"
"3765","16947954","4","1"
"3768","16947989","4","1"
"3770","16948641","4","1"
"3772","16948706","4","1"
"3773","16948707","4","1"
"3775","16948710","4","1"
"3777","16948721","4","1"
"3780","16948748","4","1"
"3783","16948902","4","1"
"3784","16948911","4","1"
"3787","16948974","4","1"
"4362","19827141","4","1"
"4405","19915971","4","1"
"4421","19917975","4","1"
"4429","19921141","4","1"
"4430","19921322","4","1"
"4442","19928126","4","1"
"4450","19931157","4","1"
"4451","19931196","4","1"
"4452","19931322","4","1"
"4453","19931323","4","1"
"4454","19931326","4","1"
"4455","19931328R","4","1"
"4456","19931329R","4","1"
"4457","19931705","4","1"
"4458","19931706","4","1"
"4459","19931721","4","1"
"4462","19937972","4","1"
"4463","19938152","4","1"
"4464","19941135","4","1"
"4465","19941141","4","1"
"4466","19941155","4","1"
"4467","19941160","4","1"
"4468","19941257R","4","1"
"4469","19941325","4","1"
"4470","19941705","4","1"
"4473","19941724","4","1"
"4475","19947121","4","1"
"4476","19948142","4","1"
"4477","19948151","4","1"
"4478","19948971","4","1"
"4479","19948972","4","1"
"4874","31734910","4","1"
"4903","31744131","4","1"
"4932","31814050","4","1"
"4933","31814104","4","1"
"4988","31845504","4","1"
"4990","31848807","4","1"
"4993","31911101","4","1"
"4995","31920070","4","1"
"4996","31921102","4","1"
"4998","31921118R","4","1"
"5000","31925507","4","1"
"5001","31925508","4","1"
"5002","31925512","4","1"
"5003","31926901","4","1"
"5004","31926905","4","1"
"5005","31926907","4","1"
"5006","31926908","4","1"
"5007","31926910","4","1"
"5008","31926911","4","1"
"5009","31926915","4","1"
"5010","31926922","4","1"
"5011","31926929","4","1"
"5012","31928005","4","1"
"5013","31928802","4","1"
"5014","31928804","4","1"
"5015","31928811","4","1"
"5016","31929913","4","1"
"5017","31929940","4","1"
"5018","31929941","4","1"
"5019","31929945","4","1"
"5020","31929950","4","1"
"5021","31929971","4","1"
"5022","31930003","4","1"
"5023","31930013","4","1"
"5024","31931103","4","1"
"5025","31931105","4","1"
"5026","31931107","4","1"
"5027","31931108","4","1"
"5028","31931110","4","1"
"5030","31935508","4","1"
"5031","31935514","4","1"
"5032","31935519","4","1"
"5033","31935567","4","1"
"5034","31935569R","4","1"
"5035","31935588","4","1"
"5036","31938808","4","1"
"5037","31938809","4","1"
"5038","31938816","4","1"
"5039","31938825","4","1"
"5040","31938826","4","1"
"5041","31939916","4","1"
"5042","31939924","4","1"
"5043","31939927","4","1"
"5044","31939975","4","1"
"5047","31941102","4","1"
"5048","31941105","4","1"
"5049","31941111","4","1"
"5050","31941115","4","1"
"5051","31942202","4","1"
"5052","31945562","4","1"
"5053","31945588R","4","1"
"5057","31946920","4","1"
"5059","31948002","4","1"
"5060","31948099R","4","1"
"5061","31948804","4","1"
"5062","31948811","4","1"
"5063","31948816","4","1"
"5064","31948833","4","1"
"5065","31948866R","4","1"
"5066","31948880R","4","1"
"5067","31948888R","4","1"
"5068","31949903","4","1"
"5069","31949914","4","1"
"5070","31949933","4","1"
"5286","32920001","4","1"
"5287","32925508","4","1"
"5288","32925512","4","1"
"5289","32926901","4","1"
"5290","32926902","4","1"
"5291","32926908","4","1"
"5292","32926910","4","1"
"5293","32928802","4","1"
"5294","32928807","4","1"
"5295","32929945","4","1"
"5296","32930009","4","1"
"5297","32935539","4","1"
"5298","32935567","4","1"
"5299","32938003","4","1"
"5300","32938813","4","1"
"5301","32938820","4","1"
"5302","32939923","4","1"
"5303","32939924","4","1"
"5304","32939930","4","1"
"5305","32939962","4","1"
"5306","32940002","4","1"
"5307","32940009","4","1"
"5308","32945505","4","1"
"5309","32945511","4","1"
"5312","32946928","4","1"
"5313","32948008","4","1"
"5314","32948802","4","1"
"5315","32948811","4","1"
"5316","32948816","4","1"
"5317","32948833","4","1"
"5318","32948866R","4","1"
"5319","32949928","4","1"
"5325","33920002","4","1"
"5327","33920046","4","1"
"5330","33926930","4","1"
"5331","33929905","4","1"
"5332","33929906","4","1"
"5333","33929907","4","1"
"5334","33929946","4","1"
"5336","33929985","4","1"
"5337","33930006","4","1"
"5338","33930007","4","1"
"5340","33939912","4","1"
"5341","33939918","4","1"
"5342","33939920","4","1"
"5343","33939929","4","1"
"5344","33940003","4","1"
"5345","33940006","4","1"
"5346","33949906","4","1"
"5347","33949909","4","1"
"5348","33949921","4","1"
"5349","33949961","4","1"
"5946","35814821","4","1"
"6009","35839703","4","1"
"6018","35921202","4","1"
"6019","35921203","4","1"
"6020","35921433","4","1"
"6021","35921435","4","1"
"6022","35922206","4","1"
"6023","35922212","4","1"
"6024","35922441","4","1"
"6026","35923147","4","1"
"6027","35923708","4","1"
"6028","35923711","4","1"
"6029","35925101","4","1"
"6030","35925103","4","1"
"6031","35925156","4","1"
"6032","35925164","4","1"
"6033","35925165","4","1"
"6034","35925324","4","1"
"6035","35925325","4","1"
"6036","35925502","4","1"
"6037","35925784","4","1"
"6038","35927779","4","1"
"6039","35928104","4","1"
"6040","35928147","4","1"
"6041","35928148","4","1"
"6042","35928151","4","1"
"6043","35928152","4","1"
"6044","35928160","4","1"
"6045","35928531","4","1"
"6046","35928532","4","1"
"6048","35928786","4","1"
"6049","35928789","4","1"
"6050","35928792","4","1"
"6051","35929109","4","1"
"6052","35929111","4","1"
"6053","35929145","4","1"
"6056","35929169","4","1"
"6057","35929178","4","1"
"6058","35929231","4","1"
"6059","35929232","4","1"
"6060","35929234","4","1"
"6061","35929501","4","1"
"6062","35929642","4","1"
"6063","35929731","4","1"
"6064","35929756","4","1"
"6065","35929778","4","1"
"6066","35929784","4","1"
"6067","35929793","4","1"
"6071","35931626","4","1"
"6072","35931753","4","1"
"6075","35935144","4","1"
"6076","35935154","4","1"
"6077","35935166","4","1"
"6078","35935169","4","1"
"6079","35935171","4","1"
"6080","35935346","4","1"
"6082","35935435","4","1"
"6083","35935503","4","1"
"6084","35935611","4","1"
"6085","35935641","4","1"
"6086","35937530","4","1"
"6087","35937774","4","1"
"6088","35937777","4","1"
"6089","35937779","4","1"
"6090","35938161","4","1"
"6091","35938431","4","1"
"6092","35938562","4","1"
"6093","35938563","4","1"
"6094","35938612","4","1"
"6095","35938613","4","1"
"6096","35938631","4","1"
"6097","35938635","4","1"
"6098","35938641","4","1"
"6099","35938642","4","1"
"6100","35938703","4","1"
"6101","35938704","4","1"
"6102","35938708","4","1"
"6103","35938711","4","1"
"6104","35938712","4","1"
"6105","35938715","4","1"
"6106","35938741","4","1"
"6107","35938743","4","1"
"6108","35938760","4","1"
"6110","35938792","4","1"
"6111","35938795","4","1"
"6112","35939122","4","1"
"6114","35939144","4","1"
"6116","35939506","4","1"
"6117","35939624","4","1"
"6118","35939627","4","1"
"6119","35939630","4","1"
"6120","35939631","4","1"
"6121","35939632","4","1"
"6122","35939633","4","1"
"6123","35939717","4","1"
"6124","35939724","4","1"
"6125","35939725","4","1"
"6126","35939727","4","1"
"6127","35939729","4","1"
"6128","35939734","4","1"
"6129","35939736","4","1"
"6130","35939746","4","1"
"6131","35939759","4","1"
"6132","35939764","4","1"
"6133","35939772","4","1"
"6134","35939777","4","1"
"6135","35939780","4","1"
"6136","35939786","4","1"
"6137","35939788","4","1"
"6138","35940110R","4","1"
"6139","35940242R","4","1"
"6140","35940275R","4","1"
"6142","35940504R","4","1"
"6143","35940608R","4","1"
"6144","35940609R","4","1"
"6146","35940746R","4","1"
