"id_sku","stock","id_goods","id_shop"
"583206","1000","26898","4"
"583207","1000","26898","4"
"583208","1000","26898","4"
"583209","1000","26898","4"
"583210","1000","26898","4"
"583211","1000","26898","4"
"595472","1000","39088","4"
"595473","1000","39088","4"
"583173","1000","26900","4"
"583174","1000","26900","4"
"583175","1000","26900","4"
"587387","1000","26902","4"
"587388","1000","26902","4"
"587389","1000","26902","4"
"596300","1000","39122","4"
"596301","1000","39122","4"
"497500","1000","29105","4"
"497503","1000","29105","4"
"610555","1000","29105","4"
"610558","1000","29105","4"
"497504","1000","29107","4"
"497505","1000","29107","4"
"610561","1000","29107","4"
"610562","1000","29107","4"
"610563","1000","29107","4"
"610564","1000","29107","4"
"583179","1000","26892","4"
"583180","1000","26892","4"
"583181","1000","26892","4"
"583176","1000","26893","4"
"583177","1000","26893","4"
"583178","1000","26893","4"
"583482","1000","26895","4"
"583527","1000","26895","4"
"583528","1000","26895","4"
"595503","1000","39090","4"
"595504","1000","39090","4"
"595505","1000","39090","4"
"596302","1000","39123","4"
"596303","1000","39123","4"
"596304","1000","39123","4"
"517057","1000","26911","4"
"517058","1000","26911","4"
"517059","1000","26911","4"
"517060","1000","26911","4"
"517061","1000","26911","4"
"517062","1000","26911","4"
"517063","1000","26911","4"
"517064","1000","26911","4"
"512933","1000","30803","4"
"512934","1000","30803","4"
"512935","1000","30803","4"
"512936","1000","30803","4"
"610559","1000","40686","4"
"610560","1000","40686","4"
"430194","1000","23585","4"
"430195","1000","23585","4"
"495965","1000","28625","4"
"495966","1000","28626","4"
"495967","1000","28627","4"
"495968","1000","28627","4"
"461993","1000","25884","4"
"461996","1000","25884","4"
"461997","1000","25884","4"
"742713","1000","52150","4"
"742714","1000","52150","4"
"742715","1000","52150","4"
"742716","1000","52150","4"
"742717","1000","52150","4"
"742718","1000","52150","4"
"742719","1000","52150","4"
"742720","1000","52150","4"
"602367","1000","24312","4"
"602368","1000","24312","4"
"602369","1000","24312","4"
"602370","1000","24312","4"
"517065","1000","26912","4"
"587635","1000","26912","4"
"430169","1000","23578","4"
"430170","1000","23578","4"
"430171","1000","23578","4"
"430191","1000","23578","4"
"430192","1000","23578","4"
"430193","1000","23578","4"
"432652","1000","23708","4"
"432653","1000","23708","4"
"432654","1000","23708","4"
"492013","1000","28191","4"
"492014","1000","28191","4"
"495963","1000","28623","4"
"495969","1000","28628","4"
"610556","1000","28628","4"
"610557","1000","28628","4"
"497468","1000","29092","4"
"497469","1000","29092","4"
"610546","1000","32406","4"
"596480","1000","39134","4"
"596481","1000","39134","4"
"596482","1000","39134","4"
"596483","1000","39134","4"
"596484","1000","39134","4"
"596485","1000","39134","4"
"596486","1000","39134","4"
"596487","1000","39134","4"
"596488","1000","39134","4"
"552476","1000","34994","4"
"552477","1000","34994","4"
"552478","1000","34995","4"
"552479","1000","34995","4"
"169082","1000","9051","4"
"169083","1000","9051","4"
"169084","1000","9051","4"
"169085","1000","9051","4"
"169086","1000","9051","4"
"169087","1000","9051","4"
"169088","1000","9051","4"
"169089","1000","9051","4"
"169090","1000","9051","4"
"169091","1000","9051","4"
"169092","1000","9051","4"
"169093","1000","9051","4"
"169094","1000","9051","4"
"169095","1000","9051","4"
"169096","1000","9051","4"
"169097","1000","9051","4"
"169098","1000","9051","4"
"169099","1000","9051","4"
"169100","1000","9051","4"
"169101","1000","9051","4"
"169102","1000","9051","4"
"169103","1000","9051","4"
"169104","1000","9051","4"
"169105","1000","9051","4"
"169106","1000","9051","4"
"169107","1000","9051","4"
"169108","1000","9051","4"
"169109","1000","9051","4"
"169110","1000","9051","4"
"169111","1000","9051","4"
"169112","1000","9051","4"
"169113","1000","9051","4"
"169114","1000","9051","4"
"169115","1000","9051","4"
"169116","1000","9051","4"
"497476","1000","29096","4"
"497477","1000","29096","4"
"587187","1000","38471","4"
"587188","1000","38471","4"
"587189","1000","38471","4"
"587393","1000","26896","4"
"587394","1000","26896","4"
"552466","1000","34991","4"
"552467","1000","34991","4"
"552468","1000","34991","4"
"552469","1000","34991","4"
"552470","1000","34992","4"
"552471","1000","34992","4"
"552472","1000","34992","4"
"586154","1000","38450","4"
"586155","1000","38450","4"
"595502","1000","38450","4"
"609668","1000","40632","4"
"609669","1000","40632","4"
"609670","1000","40632","4"
"587629","1000","38479","4"
"587630","1000","38479","4"
"587631","1000","38479","4"
"85787","1000","4454","4"
"85788","1000","4454","4"
"85789","1000","4454","4"
"174564","1000","9450","4"
"174565","1000","9450","4"
"174566","1000","9450","4"
"174567","1000","9450","4"
"174568","1000","9450","4"
"174569","1000","9450","4"
"587610","1000","26910","4"
"587611","1000","26910","4"
"610185","1000","40661","4"
"610186","1000","40661","4"
"610187","1000","40661","4"
"610188","1000","40662","4"
"610189","1000","40662","4"
"610190","1000","40662","4"
"587634","1000","38482","4"
"609671","1000","40633","4"
"609672","1000","40633","4"
"609673","1000","40633","4"
"609674","1000","40633","4"
"742732","1000","52157","4"
"755503","1000","53360","4"
"755504","1000","53360","4"
"755505","1000","53360","4"
"755506","1000","53360","4"
"755507","1000","53360","4"
"755508","1000","53360","4"
"443926","1000","24480","4"
"444962","1000","24480","4"
"85667","1000","4430","4"
"85668","1000","4430","4"
"85669","1000","4430","4"
"85790","1000","4455","4"
"85791","1000","4455","4"
"85792","1000","4455","4"
"85793","1000","4455","4"
"85794","1000","4455","4"
"85795","1000","4456","4"
"85796","1000","4456","4"
"85797","1000","4456","4"
"301242","1000","10143","4"
"301243","1000","10143","4"
"301244","1000","10143","4"
"301245","1000","10143","4"
"430196","1000","23586","4"
"430197","1000","23586","4"
"430198","1000","23586","4"
"595510","1000","39091","4"
"595511","1000","39091","4"
"595512","1000","39091","4"
"595513","1000","39091","4"
"595514","1000","39091","4"
"595515","1000","39091","4"
"174570","1000","9451","4"
"174571","1000","9451","4"
"174572","1000","9451","4"
"174607","1000","9467","4"
"174608","1000","9467","4"
"174609","1000","9467","4"
"174610","1000","9467","4"
"174611","1000","9467","4"
"174612","1000","9467","4"
"174613","1000","9467","4"
"174618","1000","9470","4"
"174619","1000","9470","4"
"174620","1000","9470","4"
"174621","1000","9470","4"
"174622","1000","9470","4"
"174623","1000","9471","4"
"174624","1000","9471","4"
"174625","1000","9471","4"
"174626","1000","9471","4"
"174627","1000","9471","4"
"174628","1000","9471","4"
"174629","1000","9472","4"
"174630","1000","9472","4"
"174631","1000","9472","4"
"174632","1000","9472","4"
"174633","1000","9472","4"
"174634","1000","9472","4"
"429065","1000","23525","4"
"429066","1000","23525","4"
"586330","1000","26894","4"
"586331","1000","26894","4"
"586332","1000","26894","4"
"587390","1000","26897","4"
"587391","1000","26897","4"
"587392","1000","26897","4"
"587059","1000","26909","4"
"587060","1000","26909","4"
"495964","1000","28624","4"
"552473","1000","34993","4"
"552474","1000","34993","4"
"552475","1000","34993","4"
"654779","1000","44936","4"
"654780","1000","44936","4"
"654781","1000","44936","4"
"654782","1000","44937","4"
"654783","1000","44937","4"
"654784","1000","44937","4"
"595470","1000","39087","4"
"595471","1000","39087","4"
"595506","1000","39087","4"
"595507","1000","39087","4"
"595508","1000","39087","4"
"595509","1000","39087","4"
"437537","1000","24087","4"
"437538","1000","24087","4"
"174425","1000","9396","4"
"174426","1000","9396","4"
"174427","1000","9396","4"
"174428","1000","9396","4"
"174429","1000","9396","4"
"587633","1000","38481","4"
"174462","1000","9410","4"
"174463","1000","9410","4"
"174600","1000","9466","4"
"174601","1000","9466","4"
"174602","1000","9466","4"
"174603","1000","9466","4"
"174604","1000","9466","4"
"174605","1000","9466","4"
"174606","1000","9466","4"
"180202","1000","9735","4"
"180203","1000","9735","4"
"180204","1000","9735","4"
"180205","1000","9735","4"
"180206","1000","9735","4"
"180207","1000","9735","4"
"180208","1000","9735","4"
"180209","1000","9735","4"
"437232","1000","24049","4"
"437233","1000","24049","4"
"437534","1000","24085","4"
"437234","1000","24050","4"
"437235","1000","24050","4"
"439570","1000","24250","4"
"439571","1000","24250","4"
"439719","1000","24273","4"
"583634","1000","38307","4"
"583635","1000","38307","4"
"547860","1000","34519","4"
"430174","1000","23580","4"
"430175","1000","23580","4"
"430176","1000","23580","4"
"181784","1000","9825","4"
"181785","1000","9825","4"
"181786","1000","9825","4"
"181787","1000","9825","4"
"181788","1000","9825","4"
"181789","1000","9825","4"
"181790","1000","9825","4"
"181791","1000","9825","4"
"181792","1000","9825","4"
"181793","1000","9825","4"
"181794","1000","9825","4"
"181795","1000","9825","4"
"182199","1000","9858","4"
"182200","1000","9858","4"
"182201","1000","9858","4"
"182202","1000","9858","4"
"182203","1000","9858","4"
"182204","1000","9858","4"
"182205","1000","9858","4"
"182206","1000","9858","4"
"182207","1000","9858","4"
"182208","1000","9858","4"
"182209","1000","9858","4"
"182210","1000","9858","4"
"182211","1000","9858","4"
"182212","1000","9858","4"
"182213","1000","9858","4"
"182214","1000","9858","4"
"182215","1000","9858","4"
"182216","1000","9858","4"
"182217","1000","9858","4"
"182218","1000","9858","4"
"439129","1000","24203","4"
"439130","1000","24203","4"
"439131","1000","24203","4"
"439132","1000","24203","4"
"439133","1000","24203","4"
"439134","1000","24203","4"
"439135","1000","24203","4"
"439136","1000","24203","4"
"773049","1000","24203","4"
"773050","1000","24203","4"
"773051","1000","24203","4"
"773052","1000","24203","4"
"773053","1000","24203","4"
"773054","1000","24203","4"
"773055","1000","24203","4"
"773056","1000","24203","4"
"773057","1000","24203","4"
"773058","1000","24203","4"
"773059","1000","24203","4"
"773060","1000","24203","4"
"773061","1000","24203","4"
"773062","1000","24203","4"
"773063","1000","24203","4"
"773064","1000","24203","4"
"179084","1000","9672","4"
"179085","1000","9672","4"
"179086","1000","9672","4"
"179087","1000","9672","4"
"179088","1000","9672","4"
"179089","1000","9672","4"
"179090","1000","9672","4"
"179091","1000","9672","4"
"179092","1000","9672","4"
"179093","1000","9672","4"
"179094","1000","9672","4"
"179095","1000","9672","4"
"179096","1000","9672","4"
"179097","1000","9672","4"
"179098","1000","9672","4"
"179099","1000","9672","4"
"179100","1000","9672","4"
"179101","1000","9672","4"
"179102","1000","9672","4"
"179103","1000","9672","4"
"179104","1000","9672","4"
"179105","1000","9672","4"
"179106","1000","9672","4"
"179107","1000","9672","4"
"179108","1000","9672","4"
"179109","1000","9672","4"
"179110","1000","9672","4"
"179111","1000","9672","4"
"179112","1000","9672","4"
"179113","1000","9672","4"
"179114","1000","9672","4"
"179115","1000","9672","4"
"179116","1000","9672","4"
"179117","1000","9672","4"
"179118","1000","9672","4"
"179119","1000","9672","4"
"487404","1000","27891","4"
"487405","1000","27891","4"
"487406","1000","27891","4"
"487407","1000","27891","4"
"487408","1000","27891","4"
"487409","1000","27891","4"
"487410","1000","27891","4"
"487411","1000","27891","4"
"487412","1000","27891","4"
"487413","1000","27891","4"
"487414","1000","27891","4"
"487415","1000","27891","4"
"487416","1000","27891","4"
"487417","1000","27891","4"
"487418","1000","27891","4"
"487419","1000","27891","4"
"487420","1000","27891","4"
"487421","1000","27891","4"
"584503","1000","38341","4"
"584504","1000","38341","4"
"584505","1000","38341","4"
"584506","1000","38341","4"
"584507","1000","38341","4"
"584508","1000","38341","4"
"584509","1000","38341","4"
"584510","1000","38341","4"
"584511","1000","38341","4"
"584512","1000","38341","4"
"584513","1000","38341","4"
"584514","1000","38341","4"
"584515","1000","38341","4"
"584516","1000","38341","4"
"584517","1000","38341","4"
"584518","1000","38341","4"
"584519","1000","38341","4"
"584520","1000","38341","4"
"112113","1000","6032","4"
"112114","1000","6032","4"
"112115","1000","6032","4"
"112116","1000","6032","4"
"112117","1000","6032","4"
"112118","1000","6032","4"
"112119","1000","6032","4"
"112120","1000","6032","4"
"112121","1000","6032","4"
"112122","1000","6032","4"
"112123","1000","6032","4"
"112124","1000","6032","4"
"112125","1000","6032","4"
"112126","1000","6032","4"
"112127","1000","6032","4"
"112128","1000","6032","4"
"112129","1000","6032","4"
"112130","1000","6032","4"
"180010","1000","9721","4"
"180011","1000","9721","4"
"180012","1000","9721","4"
"180013","1000","9721","4"
"437163","1000","24041","4"
"437164","1000","24041","4"
"437165","1000","24041","4"
"437166","1000","24041","4"
"437167","1000","24041","4"
"437168","1000","24041","4"
"437169","1000","24041","4"
"437170","1000","24041","4"
"437171","1000","24041","4"
"437172","1000","24041","4"
"437173","1000","24041","4"
"437174","1000","24041","4"
"481124","1000","24041","4"
"481125","1000","24041","4"
"481126","1000","24041","4"
"481127","1000","24041","4"
"437480","1000","24078","4"
"437481","1000","24078","4"
"437482","1000","24078","4"
"437483","1000","24078","4"
"602133","1000","24078","4"
"602165","1000","24078","4"
"602166","1000","24078","4"
"602167","1000","24078","4"
"602168","1000","24078","4"
"602169","1000","24078","4"
"602170","1000","24078","4"
"602171","1000","24078","4"
"602172","1000","24078","4"
"602173","1000","24078","4"
"602174","1000","24078","4"
"602175","1000","24078","4"
"437520","1000","24082","4"
"437521","1000","24082","4"
"437522","1000","24082","4"
"437523","1000","24082","4"
"437524","1000","24082","4"
"437525","1000","24082","4"
"772797","1000","24082","4"
"772798","1000","24082","4"
"772799","1000","24082","4"
"772800","1000","24082","4"
"772801","1000","24082","4"
"772802","1000","24082","4"
"772803","1000","24082","4"
"772804","1000","24082","4"
"772805","1000","24082","4"
"772806","1000","24082","4"
"772807","1000","24082","4"
"772808","1000","24082","4"
"442780","1000","24388","4"
"442781","1000","24388","4"
"442782","1000","24388","4"
"442783","1000","24388","4"
"442784","1000","24388","4"
"442785","1000","24388","4"
"442786","1000","24388","4"
"442787","1000","24388","4"
"442788","1000","24388","4"
"442789","1000","24388","4"
"442790","1000","24388","4"
"442791","1000","24388","4"
"442792","1000","24388","4"
"442793","1000","24388","4"
"442794","1000","24388","4"
"442795","1000","24388","4"
"442796","1000","24388","4"
"442797","1000","24388","4"
"442798","1000","24388","4"
"442799","1000","24388","4"
"442800","1000","24388","4"
"442801","1000","24388","4"
"442802","1000","24388","4"
"442803","1000","24388","4"
"442804","1000","24388","4"
"442805","1000","24388","4"
"442806","1000","24388","4"
"442807","1000","24388","4"
"442808","1000","24388","4"
"442809","1000","24388","4"
"448194","1000","24847","4"
"448196","1000","24847","4"
"448198","1000","24847","4"
"448200","1000","24847","4"
"448202","1000","24847","4"
"448204","1000","24847","4"
"448206","1000","24847","4"
"448208","1000","24847","4"
"448210","1000","24847","4"
"448212","1000","24847","4"
"448214","1000","24847","4"
"448216","1000","24847","4"
"448218","1000","24847","4"
"448220","1000","24847","4"
"448222","1000","24847","4"
"448224","1000","24847","4"
"448226","1000","24847","4"
"448228","1000","24847","4"
"448230","1000","24847","4"
"448232","1000","24847","4"
"448234","1000","24847","4"
"448236","1000","24847","4"
"448238","1000","24847","4"
"448240","1000","24847","4"
"448242","1000","24847","4"
"448244","1000","24847","4"
"448246","1000","24847","4"
"448248","1000","24847","4"
"486936","1000","27863","4"
"486937","1000","27863","4"
"486938","1000","27863","4"
"486939","1000","27863","4"
"486940","1000","27863","4"
"486941","1000","27863","4"
"486942","1000","27863","4"
"486943","1000","27863","4"
"486944","1000","27863","4"
"486945","1000","27863","4"
"486946","1000","27863","4"
"486947","1000","27863","4"
"488957","1000","28014","4"
"488958","1000","28014","4"
"488959","1000","28014","4"
"488960","1000","28014","4"
"488961","1000","28014","4"
"488962","1000","28014","4"
"488963","1000","28014","4"
"488964","1000","28014","4"
"488965","1000","28014","4"
"488966","1000","28014","4"
"488967","1000","28014","4"
"488968","1000","28014","4"
"488969","1000","28014","4"
"488970","1000","28014","4"
"488971","1000","28014","4"
"488972","1000","28014","4"
"488973","1000","28014","4"
"488974","1000","28014","4"
"488975","1000","28014","4"
"488976","1000","28014","4"
"494100","1000","28459","4"
"494101","1000","28459","4"
"494102","1000","28459","4"
"494103","1000","28459","4"
"494104","1000","28459","4"
"494105","1000","28459","4"
"494106","1000","28459","4"
"494107","1000","28459","4"
"494108","1000","28459","4"
"494109","1000","28459","4"
"494110","1000","28459","4"
"494111","1000","28459","4"
"494112","1000","28459","4"
"494113","1000","28459","4"
"494114","1000","28459","4"
"494115","1000","28459","4"
"494116","1000","28459","4"
"494117","1000","28459","4"
"494118","1000","28459","4"
"494119","1000","28459","4"
"494163","1000","28462","4"
"494164","1000","28462","4"
"494165","1000","28462","4"
"494166","1000","28462","4"
"494167","1000","28462","4"
"494168","1000","28462","4"
"494169","1000","28462","4"
