goodsId,singleProductId,sku,barcode,platformGoodsId,hasStock
533056,7358084,K17B932214FPKSCN,6950639276359,13183793080,1
534383,7386845,F11W948907FNV2XLCN,6906557144959,605391150784,1
536588,7634946,K12G011707FLP165CN,6918030228773,14315127499,1
536775,7533120,T11M011504FWTSCN,6918030050213,14151337460,1
537219,7784786,F11M028131FWTSCN,6918030193804,615546145814,1
537222,7784434,F11M026608FNV3XLCN,6918030190292,14372921971,1
778240,5850000,K52G022309FWT160CN,6918030243318,030743,1
534542,7396803,F12W941206FBW8.5CN,6906557176974,602241352646,1
535478,7785745,F11W021402FNVSCN,6918030302749,14371052471,1
535578,9484157,F11M022113FLBMCN,6918030187414,616594427027,1
779080,5858219,F61W021404FNV2XLCN,6918030330919,613065798743,1
102856,105125,32426646-337CN,6909822642723,10148477822,0
531760,7192304,F11M925127FNVXLCN,6904527706992,589770489301,1
532041,7198395,T11W921116FBKSCN,6904527754429,12930208832,1
535248,9510544,K12G022362FNV130CN,6918030158650,,1
536295,7514757,A11W011193FPT2XLCN,6918030015199,14180056667,1
537081,7575646,F12W014304FSG7CN,6918030083839,14078487457,1
626370,9490158,T11W022603FBKXSCN,6918030122248,,1
778671,5856097,T11W023105GWTSCN,6918030320880,613834153350,1
528477,6704341,F11M818603NVFLCN,6904527089217,002566,1
535160,9510659,K12G024355FLB160CN,6918030162602,615885270007,1
536826,7573783,T11M011602FBKLCN,6918030050367,14218775498,1
779066,5858125,F61W028103FWTXSCN,6918030331756,614672654413,1
782756,5925911,F11M038112FWTMCN,6918030484858,,1
102662,107109,31615515-138CN,6903599708361,525103906171,0
533620,7357784,K12G932314FPT130CN,6950639273419,15014669276,1
534237,7386149,F11W948204FWTXLCN,6906557138231,13618177384,1
536392,7513964,F11M018201FBK3XLCN,6918030027109,13952196788,1
536750,7532274,T11W011605FNVSCN,6918030061257,14215916643,1
537057,9559556,F11W028510FPULCN,6918030313486,616120577509,1
537280,7782899,A11W023101FNVSCN,6918030178924,14310754129,1
778416,5851227,K14G052410FBU9CCN,6918030347511,032808,1
779173,5858778,F61M021104FWT3XLCN,6918030324178,613567876706,1
102303,105705,31525513-335CN,6909822671945,44713326565,0
536699,7532246,T11W012201FWTSCN,6918030061653,14015371642,1
536842,9323973,F12W024610FPK5.5CN,6918030266164,613628054806,1
778688,5856193,T11W022119FBUXLCN,6918030121043,,1
783174,5928417,T12M031105FBK9CN,6918030388842,,1
102275,105140,31429991-126CN,6909822643393,,0
532742,7356593,F11W938625FRDSCN,6944233689394,599243019502,1
297982,7196586,F16W918125FWTLCN,6904527652961,12818910896,1
524946,8853398,F11W838215AWTMCN,6904527424155,575840533264,1
528591,6818648,K12B821143WTF120CN,6904527175057,003153,1
535914,7534126,F11W018142FYE2XLCN,6918030039409,14179724468,1
626359,7856135,T11W023103FORLCN,6918030123016,031694,1
778242,5850012,K54B021104FWG13CCN,6918030337949,615364464524,1
778989,5857635,F62M021103FBG8CN,6918030138379,,1
103495,106387,31611114-432CN,6903599703854,,0
535758,9484905,F11M028144FWTLCN,6918030195037,616093517641,1
536252,7533385,F12W014113FWT8.5CN,6918030083242,029777,1
537153,7786259,F11W028112FWTXLCN,6918030308062,14371408920,1
537346,7787231,F12M021108FSW7CN,6918030131875,14240865785,1
626434,7790342,T11W023802FBKXLCN,6918030124792,614264145631,1
778705,5856298,T11W011807ABKLCN,6918030287534,032238,1
779082,5858229,F61W021304FNVMCN,6918030330766,614106691647,1
782409,5916856,T11M031604FBK2XLCN,6918030427756,616114893430,1
102816,105289,12617758-17.5CN,6903599513903,,0
534830,7473786,T11M941218FNV3XLCN,6906557185242,10142332840,1
536009,7533803,F11W018318FBKLCN,6918030043178,14184578889,1
536361,7635166,K12G013106FWT130CN,6918030230882,030326,1
536622,7635849,K15B011201FBG5.5YCN,6918030007033,014575,1
537334,7787219,F12M021108FGM9CN,6918030131752,14240865785,1
626356,7856130,T11W023103FWT2XLCN,6918030123085,031694,1
776862,5815697,A5024742-12XLCN,6909822732509,,1
102431,107686,11618802-310.5CN,6903599507636,544556534678,0
532044,7298606,A11W923318FWTXLCN,6904527850428,590067902301,1
533375,7267897,T11W931102FRDXSCN,6950639201023,13225137153,1
534874,7542735,K12B943988FNV150CN,6906557238979,44213147911,1
536842,9323967,F12W024610FPK8.5CN,6918030266225,613628054806,1
626408,7856256,T11W021603FBKMCN,6918030118937,615751047627,1
778341,5850563,K62G021108FRD160CN,6918030246180,029998,1
779099,5858332,F61M028664FNV3XLCN,6918030329715,614076322850,1
779386,5859684,F11W018297APKLCN,6918030271366,013482,1
531441,7194467,F11W924125FNVXLCN,6904527723340,588761373253,1
536821,7532388,T11U015104FWT3XLCN,6918030059551,14196541031,1
783571,5935767,F51W038154FNVLCN,6918030588419,609978851118,1
535195,9510589,K12G022708FWT160CN,6918030159206,,1
102519,107709,31519904-229CN,6909822665364,,0
528987,6976392,F11M838513FNVLCN,6904527357538,574844644507,1
530440,7235326,K12G913111FWT140CN,6904527609583,590104102686,1
532052,7195051,F11W928113FWT2XLCN,6904527731567,588780517401,1
535476,7784687,F11M028121FNVMCN,6918030192838,614335995982,1
